Index,"Region, development group, country or area of destination",Coverage,Data type,Location code of destination,"Region, development group, country or area of origin",Location code of origin,1990_total,1995_total,2000_total,2005_total,2010_total,2015_total,2020_total,2024_total,1990_males,1995_males,2000_males,2005_males,2010_males,2015_males,2020_males,2024_males,1990_females,1995_females,2000_females,2005_females,2010_females,2015_females,2020_females,2024_females
18762,Italy,,B R,380,Malaysia,458,126,162,204,252,336,395,455,486,126,162,204,252,336,395,455,486,126,162,204,252,336,395,455,486
18763,Italy,,B R,380,Myanmar,104,40,58,82,124,188,243,274,286,40,58,82,124,188,243,274,286,40,58,82,124,188,243,274,286
18764,Italy,,B R,380,Philippines,608,12326,18791,28014,43718,62835,79542,87168,89683,12326,18791,28014,43718,62835,79542,87168,89683,12326,18791,28014,43718,62835,79542,87168,89683
18765,Italy,,B R,380,Singapore,702,160,193,227,260,304,349,425,445,160,193,227,260,304,349,425,445,160,193,227,260,304,349,425,445
18766,Italy,,B R,380,Thailand,764,1463,2146,3078,4591,6711,8039,9670,10099,1463,2146,3078,4591,6711,8039,9670,10099,1463,2146,3078,4591,6711,8039,9670,10099
18767,Italy,,B R,380,Viet Nam,704,715,950,1235,1487,2115,2851,3667,4022,715,950,1235,1487,2115,2851,3667,4022,715,950,1235,1487,2115,2851,3667,4022
18769,Italy,,B R,380,Armenia,51,44,73,119,274,538,851,1200,1457,44,73,119,274,538,851,1200,1457,44,73,119,274,538,851,1200,1457
18770,Italy,,B R,380,Azerbaijan,31,21,33,54,175,362,466,727,919,21,33,54,175,362,466,727,919,21,33,54,175,362,466,727,919
18771,Italy,,B R,380,Cyprus,196,65,97,141,227,316,355,294,272,65,97,141,227,316,355,294,272,65,97,141,227,316,355,294,272
18772,Italy,,B R,380,Georgia,268,105,173,280,2361,5736,10753,13651,29707,105,173,280,2361,5736,10753,13651,29707,105,173,280,2361,5736,10753,13651,29707
18773,Italy,,B R,380,Iraq,368,156,240,361,525,812,983,1573,1890,156,240,361,525,812,983,1573,1890,156,240,361,525,812,983,1573,1890
18774,Italy,,B R,380,Israel,376,628,766,914,1046,1297,1518,1767,1740,628,766,914,1046,1297,1518,1767,1740,628,766,914,1046,1297,1518,1767,1740
18775,Italy,,B R,380,Jordan,400,350,405,458,520,669,777,944,897,350,405,458,520,669,777,944,897,350,405,458,520,669,777,944,897
18776,Italy,,B R,380,Kuwait,414,61,83,109,138,188,218,267,312,61,83,109,138,188,218,267,312,61,83,109,138,188,218,267,312
18777,Italy,,B R,380,Lebanon,422,812,1047,1321,1636,2129,2479,2971,3394,812,1047,1321,1636,2129,2479,2971,3394,812,1047,1321,1636,2129,2479,2971,3394
18778,Italy,,B R,380,Saudi Arabia,682,118,158,208,261,351,450,591,639,118,158,208,261,351,450,591,639,118,158,208,261,351,450,591,639
18779,Italy,,B R,380,State of Palestine,275,48,60,73,89,110,159,185,223,48,60,73,89,110,159,185,223,48,60,73,89,110,159,185,223
18780,Italy,,B R,380,Syrian Arab Republic,760,498,666,871,1107,1462,2138,3210,3381,498,666,871,1107,1462,2138,3210,3381,498,666,871,1107,1462,2138,3210,3381
18781,Italy,,B R,380,Türkiye,792,1616,2372,3405,4987,7065,7903,9195,9366,1616,2372,3405,4987,7065,7903,9195,9366,1616,2372,3405,4987,7065,7903,9195,9366
18782,Italy,,B R,380,United Arab Emirates,784,25,39,60,82,132,178,359,494,25,39,60,82,132,178,359,494,25,39,60,82,132,178,359,494
18785,Italy,,B R,380,Belarus,112,474,784,1268,3616,6553,8604,10574,11634,474,784,1268,3616,6553,8604,10574,11634,474,784,1268,3616,6553,8604,10574,11634
18786,Italy,,B R,380,Bulgaria,100,1978,3271,5288,14897,28432,36242,36527,33912,1978,3271,5288,14897,28432,36242,36527,33912,1978,3271,5288,14897,28432,36242,36527,33912
18787,Italy,,B R,380,Czechia,203,4252,4905,5534,6323,7327,7502,7833,7659,4252,4905,5534,6323,7327,7502,7833,7659,4252,4905,5534,6323,7327,7502,7833,7659
18788,Italy,,B R,380,Hungary,348,2484,3403,4558,6253,8237,9277,9602,9661,2484,3403,4558,6253,8237,9277,9602,9661,2484,3403,4558,6253,8237,9277,9602,9661
18789,Italy,,B R,380,Poland,616,8433,13945,22548,44800,74083,82353,78780,72463,8433,13945,22548,44800,74083,82353,78780,72463,8433,13945,22548,44800,74083,82353,78780,72463
18790,Italy,,B R,380,Republic of Moldova*,498,1516,2507,4053,36996,83499,108025,134094,145668,1516,2507,4053,36996,83499,108025,134094,145668,1516,2507,4053,36996,83499,108025,134094,145668
18791,Italy,,B R,380,Romania,642,18233,30147,48745,212487,448379,565165,571162,535425,18233,30147,48745,212487,448379,565165,571162,535425,18233,30147,48745,212487,448379,565165,571162,535425
18792,Italy,,B R,380,Russian Federation,643,4415,7300,11803,26349,45183,56956,62467,65823,4415,7300,11803,26349,45183,56956,62467,65823,4415,7300,11803,26349,45183,56956,62467,65823
18793,Italy,,B R,380,Slovakia,703,737,1220,1972,4034,6718,7715,8400,8255,737,1220,1972,4034,6718,7715,8400,8255,737,1220,1972,4034,6718,7715,8400,8255
18794,Italy,,B R,380,Ukraine*,804,3495,5779,9344,64112,135462,168452,189738,301573,3495,5779,9344,64112,135462,168452,189738,301573,3495,5779,9344,64112,135462,168452,189738,301573
18796,Italy,,B R,380,Denmark*,208,1514,1636,1729,1768,1914,1931,1935,1904,1514,1636,1729,1768,1914,1931,1935,1904,1514,1636,1729,1768,1914,1931,1935,1904
18797,Italy,,B R,380,Estonia,233,94,156,252,534,947,1117,1237,1240,94,156,252,534,947,1117,1237,1240,94,156,252,534,947,1117,1237,1240
18798,Italy,,B R,380,Finland*,246,1468,1625,1760,1864,2064,2109,2119,1979,1468,1625,1760,1864,2064,2109,2119,1979,1468,1625,1760,1864,2064,2109,2119,1979
18799,Italy,,B R,380,Ireland,372,938,1126,1321,1484,1767,1910,2113,2209,938,1126,1321,1484,1767,1910,2113,2209,938,1126,1321,1484,1767,1910,2113,2209
18800,Italy,,B R,380,Latvia,428,159,263,425,1070,1907,2473,2771,2950,159,263,425,1070,1907,2473,2771,2950,159,263,425,1070,1907,2473,2771,2950
18801,Italy,,B R,380,Lithuania,440,153,253,409,1606,3268,4247,4664,4822,153,253,409,1606,3268,4247,4664,4822,153,253,409,1606,3268,4247,4664,4822
18802,Italy,,B R,380,Norway*,578,490,599,716,808,953,1066,1096,1000,490,599,716,808,953,1066,1096,1000,490,599,716,808,953,1066,1096,1000
18803,Italy,,B R,380,Sweden,752,2934,3182,3376,3551,3859,3930,4043,3915,2934,3182,3376,3551,3859,3930,4043,3915,2934,3182,3376,3551,3859,3930,4043,3915
18804,Italy,,B R,380,United Kingdom*,826,25267,27806,29923,31608,34524,35214,38039,37721,25267,27806,29923,31608,34524,35214,38039,37721,25267,27806,29923,31608,34524,35214,38039,37721
18806,Italy,,B R,380,Albania,8,26762,41161,61906,114766,183647,204402,243829,271389,26762,41161,61906,114766,183647,204402,243829,271389,26762,41161,61906,114766,183647,204402,243829,271389
18807,Italy,,B R,380,Bosnia and Herzegovina,70,7858,9050,10193,11801,13541,13654,15538,14870,7858,9050,10193,11801,13541,13654,15538,14870,7858,9050,10193,11801,13541,13654,15538,14870
18808,Italy,,B R,380,Croatia,191,92363,70799,53070,40750,29848,24597,14433,12692,92363,70799,53070,40750,29848,24597,14433,12692,92363,70799,53070,40750,29848,24597,14433,12692
18809,Italy,,B R,380,Greece,300,7218,7568,7760,7739,7976,8197,8641,8483,7218,7568,7760,7739,7976,8197,8641,8483,7218,7568,7760,7739,7976,8197,8641,8483
18810,Italy,,B R,380,Malta,470,1008,1095,1163,1191,1303,1293,1346,1378,1008,1095,1163,1191,1303,1293,1346,1378,1008,1095,1163,1191,1303,1293,1346,1378
18811,Italy,,B R,380,Montenegro,499,91,150,243,604,1108,1300,1269,1318,91,150,243,604,1108,1300,1269,1318,91,150,243,604,1108,1300,1269,1318
18812,Italy,,B R,380,North Macedonia,807,9855,12802,16263,22293,30201,31720,33196,31009,9855,12802,16263,22293,30201,31720,33196,31009,9855,12802,16263,22293,30201,31720,33196,31009
18813,Italy,,B R,380,Portugal,620,2018,2402,2795,3104,3560,3959,4295,4142,2018,2402,2795,3104,3560,3959,4295,4142,2018,2402,2795,3104,3560,3959,4295,4142
18814,Italy,,B R,380,San Marino,674,1617,1551,1454,1326,1231,1135,1376,1125,1617,1551,1454,1326,1231,1135,1376,1125,1617,1551,1454,1326,1231,1135,1376,1125
18815,Italy,,B R,380,Serbia*,688,1660,2744,4436,11080,19969,21456,18268,18972,1660,2744,4436,11080,19969,21456,18268,18972,1660,2744,4436,11080,19969,21456,18268,18972
18816,Italy,,B R,380,Slovenia,705,18116,16505,14705,13135,11535,10194,4015,3666,18116,16505,14705,13135,11535,10194,4015,3666,18116,16505,14705,13135,11535,10194,4015,3666
18817,Italy,,B R,380,Spain*,724,11039,13009,14993,16352,18335,20998,25274,24219,11039,13009,14993,16352,18335,20998,25274,24219,11039,13009,14993,16352,18335,20998,25274,24219
18819,Italy,,B R,380,Austria,40,12388,12300,11944,11519,11215,10507,10345,9844,12388,12300,11944,11519,11215,10507,10345,9844,12388,12300,11944,11519,11215,10507,10345,9844
18820,Italy,,B R,380,Belgium,56,23104,23990,24359,24637,25221,25145,25356,24621,23104,23990,24359,24637,25221,25145,25356,24621,23104,23990,24359,24637,25221,25145,25356,24621
18821,Italy,,B R,380,France*,250,79341,80208,79292,77924,77892,76033,74470,69186,79341,80208,79292,77924,77892,76033,74470,69186,79341,80208,79292,77924,77892,76033,74470,69186
18822,Italy,,B R,380,Germany,276,100742,105648,108345,111589,116638,114472,113888,110739,100742,105648,108345,111589,116638,114472,113888,110739,100742,105648,108345,111589,116638,114472,113888,110739
18823,Italy,,B R,380,Luxembourg,442,2590,2643,2636,2622,2601,2541,2496,2376,2590,2643,2636,2622,2601,2541,2496,2376,2590,2643,2636,2622,2601,2541,2496,2376
18824,Italy,,B R,380,Monaco,492,828,880,914,968,1011,988,816,743,828,880,914,968,1011,988,816,743,828,880,914,968,1011,988,816,743
18825,Italy,,B R,380,Netherlands*,528,5176,5774,6298,6664,7346,7492,7828,7872,5176,5774,6298,6664,7346,7492,7828,7872,5176,5774,6298,6664,7346,7492,7828,7872
18826,Italy,,B R,380,Switzerland,756,102476,104316,103843,103601,103785,101937,101425,98704,102476,104316,103843,103601,103785,101937,101425,98704,102476,104316,103843,103601,103785,101937,101425,98704
18829,Italy,,B R,380,Cuba,192,2467,4079,6595,12077,19659,25178,28938,30890,2467,4079,6595,12077,19659,25178,28938,30890,2467,4079,6595,12077,19659,25178,28938,30890
18830,Italy,,B R,380,Dominican Republic,214,4304,6679,10136,15665,22853,28359,32691,34245,4304,6679,10136,15665,22853,28359,32691,34245,4304,6679,10136,15665,22853,28359,32691,34245
18831,Italy,,B R,380,Haiti,332,170,214,264,317,389,433,507,574,170,214,264,317,389,433,507,574,170,214,264,317,389,433,507,574
18833,Italy,,B R,380,Costa Rica,188,299,382,479,596,748,886,1058,1131,299,382,479,596,748,886,1058,1131,299,382,479,596,748,886,1058,1131
18834,Italy,,B R,380,El Salvador,222,1043,1630,2489,4106,6006,8222,11347,15009,1043,1630,2489,4106,6006,8222,11347,15009,1043,1630,2489,4106,6006,8222,11347,15009
18835,Italy,,B R,380,Guatemala,320,507,616,733,879,1055,1264,1425,1554,507,616,733,879,1055,1264,1425,1554,507,616,733,879,1055,1264,1425,1554
18836,Italy,,B R,380,Honduras,340,171,280,448,728,1159,1765,2472,3319,171,280,448,728,1159,1765,2472,3319,171,280,448,728,1159,1765,2472,3319
18837,Italy,,B R,380,Mexico,484,1651,2161,2765,3609,4744,5682,7115,7720,1651,2161,2765,3609,4744,5682,7115,7720,1651,2161,2765,3609,4744,5682,7115,7720
18838,Italy,,B R,380,Nicaragua,558,215,279,354,456,584,761,963,1096,215,279,354,456,584,761,963,1096,215,279,354,456,584,761,963,1096
18839,Italy,,B R,380,Panama,591,364,426,486,564,689,723,798,812,364,426,486,564,689,723,798,812,364,426,486,564,689,723,798,812
18841,Italy,,B R,380,Argentina,32,20425,23865,27270,31284,36237,36203,38385,46555,20425,23865,27270,31284,36237,36203,38385,46555,20425,23865,27270,31284,36237,36203,38385,46555
18842,Italy,,B R,380,Bolivia (Plurinational State of),68,512,847,1370,3912,7464,9191,9348,9495,512,847,1370,3912,7464,9191,9348,9495,512,847,1370,3912,7464,9191,9348,9495
18843,Italy,,B R,380,Brazil,76,12255,17713,25037,38100,55269,63731,84553,87590,12255,17713,25037,38100,55269,63731,84553,87590,12255,17713,25037,38100,55269,63731,84553,87590
18844,Italy,,B R,380,Chile,152,3882,4451,4990,5573,6411,6849,7182,7308,3882,4451,4990,5573,6411,6849,7182,7308,3882,4451,4990,5573,6411,6849,7182,7308
18845,Italy,,B R,380,Colombia,170,4783,6967,9924,14551,20813,23990,26837,29182,4783,6967,9924,14551,20813,23990,26837,29182,4783,6967,9924,14551,20813,23990,26837,29182
18846,Italy,,B R,380,Ecuador,218,3212,5312,8588,23307,42574,48184,48667,47509,3212,5312,8588,23307,42574,48184,48667,47509,3212,5312,8588,23307,42574,48184,48667,47509
18847,Italy,,B R,380,Paraguay,600,173,286,463,862,1379,1744,1978,2248,173,286,463,862,1379,1744,1978,2248,173,286,463,862,1379,1744,1978,2248
18848,Italy,,B R,380,Peru,604,6949,11490,18577,35013,56060,66164,70943,79504,6949,11490,18577,35013,56060,66164,70943,79504,6949,11490,18577,35013,56060,66164,70943,79504
18849,Italy,,B R,380,Uruguay,858,1930,2317,2720,3251,3855,3947,4065,3821,1930,2317,2720,3251,3855,3947,4065,3821,1930,2317,2720,3251,3855,3947,4065,3821
18850,Italy,,B R,380,Venezuela (Bolivarian Republic of),862,14933,17291,19580,22175,25690,27517,35492,37794,14933,17291,19580,22175,25690,27517,35492,37794,14933,17291,19580,22175,25690,27517,35492,37794
18852,Italy,,B R,380,Canada,124,11985,12495,12737,12969,13357,13383,13457,13034,11985,12495,12737,12969,13357,13383,13457,13034,11985,12495,12737,12969,13357,13383,13457,13034
18853,Italy,,B R,380,United States of America*,840,28341,29172,29363,28575,28577,28690,29715,28652,28341,29172,29363,28575,28577,28690,29715,28652,28341,29172,29363,28575,28577,28690,29715,28652
18856,Italy,,B R,380,Australia*,36,9156,9628,9901,10060,10493,10638,10731,10266,9156,9628,9901,10060,10493,10638,10731,10266,9156,9628,9901,10060,10493,10638,10731,10266
18857,Italy,,B R,380,New Zealand*,554,249,291,333,369,432,464,521,532,249,291,333,369,432,464,521,532,249,291,333,369,432,464,521,532
18884,Malta,,B,470,Eritrea,232,2,3,3,5,665,456,912,1585,2,3,3,5,665,456,912,1585,2,3,3,5,665,456,912,1585
18885,Malta,,B,470,Ethiopia,231,12,14,17,21,135,213,426,740,12,14,17,21,135,213,426,740,12,14,17,21,135,213,426,740
18886,Malta,,B,470,Kenya,404,10,12,14,18,17,27,53,92,10,12,14,18,17,27,53,92,10,12,14,18,17,27,53,92
18887,Malta,,B,470,Somalia,706,2,3,3,5,1830,925,1853,3220,2,3,3,5,1830,925,1853,3220,2,3,3,5,1830,925,1853,3220
18888,Malta,,B,470,Zimbabwe,716,6,8,9,12,10,16,31,54,6,8,9,12,10,16,31,54,6,8,9,12,10,16,31,54
18890,Malta,,B,470,Algeria,12,6,8,9,12,12,19,36,63,6,8,9,12,12,19,36,63,6,8,9,12,12,19,36,63
18891,Malta,,B,470,Egypt,818,98,113,141,163,119,188,375,652,98,113,141,163,119,188,375,652,98,113,141,163,119,188,375,652
18892,Malta,,B,470,Libya,434,204,235,248,250,195,858,1718,2986,204,235,248,250,195,858,1718,2986,204,235,248,250,195,858,1718,2986
18893,Malta,,B,470,Morocco,504,65,75,94,109,134,212,424,737,65,75,94,109,134,212,424,737,65,75,94,109,134,212,424,737
18894,Malta,,B,470,Sudan,729,1,2,2,4,179,91,181,314,1,2,2,4,179,91,181,314,1,2,2,4,179,91,181,314
18895,Malta,,B,470,Tunisia,788,71,82,102,119,112,177,353,614,71,82,102,119,112,177,353,614,71,82,102,119,112,177,353,614
18897,Malta,,B,470,South Africa,710,25,29,35,43,70,110,219,381,25,29,35,43,70,110,219,381,25,29,35,43,70,110,219,381
18899,Malta,,B,470,Ghana,288,1,2,2,3,6,10,20,35,1,2,2,3,6,10,20,35,1,2,2,3,6,10,20,35
18900,Malta,,B,470,Niger,562,3,4,4,6,22,1,1,2,3,4,4,6,22,1,1,2,3,4,4,6,22,1,1,2
18901,Malta,,B,470,Nigeria,566,12,14,17,21,135,133,265,461,12,14,17,21,135,133,265,461,12,14,17,21,135,133,265,461
18904,Malta,,B,470,Uzbekistan,860,5,6,7,10,12,19,36,62,5,6,7,10,12,19,36,62,5,6,7,10,12,19,36,62
18906,Malta,,B,470,China,156,85,98,123,142,168,266,531,923,85,98,123,142,168,266,531,923,85,98,123,142,168,266,531,923
18907,Malta,,B,470,Japan,392,13,16,19,23,29,45,90,157,13,16,19,23,29,45,90,157,13,16,19,23,29,45,90,157
18909,Malta,,B,470,Bangladesh,50,3,4,4,7,6,5,9,16,3,4,4,7,6,5,9,16,3,4,4,7,6,5,9,16
18910,Malta,,B,470,India,356,35,41,51,60,71,113,226,393,35,41,51,60,71,113,226,393,35,41,51,60,71,113,226,393
18911,Malta,,B,470,Iran (Islamic Republic of),364,3,4,4,6,12,19,36,63,3,4,4,6,12,19,36,63,3,4,4,6,12,19,36,63
18912,Malta,,B,470,Pakistan,586,37,43,53,62,79,125,249,433,37,43,53,62,79,125,249,433,37,43,53,62,79,125,249,433
18913,Malta,,B,470,Sri Lanka,144,4,5,5,8,5,8,15,26,4,5,5,8,5,8,15,26,4,5,5,8,5,8,15,26
18915,Malta,,B,470,Indonesia,360,7,9,10,13,9,14,27,47,7,9,10,13,9,14,27,47,7,9,10,13,9,14,27,47
18916,Malta,,B,470,Malaysia,458,11,13,16,20,20,31,61,106,11,13,16,20,20,31,61,106,11,13,16,20,20,31,61,106
18917,Malta,,B,470,Philippines,608,73,84,105,121,320,507,1015,1765,73,84,105,121,320,507,1015,1765,73,84,105,121,320,507,1015,1765
18918,Malta,,B,470,Singapore,702,3,4,4,7,10,15,30,52,3,4,4,7,10,15,30,52,3,4,4,7,10,15,30,52
18919,Malta,,B,470,Thailand,764,37,43,53,62,72,114,227,394,37,43,53,62,72,114,227,394,37,43,53,62,72,114,227,394
18921,Malta,,B,470,Armenia,51,5,6,7,10,13,21,40,70,5,6,7,10,13,21,40,70,5,6,7,10,13,21,40,70
18922,Malta,,B,470,Cyprus,196,11,13,15,19,15,23,45,78,11,13,15,19,15,23,45,78,11,13,15,19,15,23,45,78
18923,Malta,,B,470,Georgia,268,6,7,8,11,17,27,53,92,6,7,8,11,17,27,53,92,6,7,8,11,17,27,53,92
18924,Malta,,B,470,Iraq,368,11,13,16,20,35,34,71,123,11,13,16,20,35,34,71,123,11,13,16,20,35,34,71,123
18925,Malta,,B,470,Israel,376,3,4,4,6,2,3,4,7,3,4,4,6,2,3,4,7,3,4,4,6,2,3,4,7
18926,Malta,,B,470,Jordan,400,1,2,2,4,5,7,13,23,1,2,2,4,5,7,13,23,1,2,2,4,5,7,13,23
18927,Malta,,B,470,Kuwait,414,..,1,1,2,16,24,47,82,..,1,1,2,16,24,47,82,..,1,1,2,16,24,47,82
18928,Malta,,B,470,Lebanon,422,14,17,21,25,16,24,47,82,14,17,21,25,16,24,47,82,14,17,21,25,16,24,47,82
18929,Malta,,B,470,Saudi Arabia,682,6,7,8,11,10,16,31,54,6,7,8,11,10,16,31,54,6,7,8,11,10,16,31,54
18930,Malta,,B,470,State of Palestine,275,2,3,3,5,26,27,53,92,2,3,3,5,26,27,53,92,2,3,3,5,26,27,53,92
18931,Malta,,B,470,Syrian Arab Republic,760,20,24,29,35,32,731,1463,2543,20,24,29,35,32,731,1463,2543,20,24,29,35,32,731,1463,2543
18932,Malta,,B,470,Türkiye,792,27,31,38,45,60,94,187,325,27,31,38,45,60,94,187,325,27,31,38,45,60,94,187,325
18933,Malta,,B,470,United Arab Emirates,784,3,4,4,6,6,10,20,35,3,4,4,6,6,10,20,35,3,4,4,6,6,10,20,35
18936,Malta,,B,470,Belarus,112,3,4,10,17,21,4,7,12,3,4,10,17,21,4,7,12,3,4,10,17,21,4,7,12
18937,Malta,,B,470,Bulgaria,100,41,48,120,187,383,606,1213,2108,41,48,120,187,383,606,1213,2108,41,48,120,187,383,606,1213,2108
18938,Malta,,B,470,Czechia,203,5,6,14,24,44,70,139,242,5,6,14,24,44,70,139,242,5,6,14,24,44,70,139,242
18939,Malta,,B,470,Hungary,348,4,5,11,20,76,120,240,417,4,5,11,20,76,120,240,417,4,5,11,20,76,120,240,417
18940,Malta,,B,470,Poland,616,13,15,38,61,134,212,424,737,13,15,38,61,134,212,424,737,13,15,38,61,134,212,424,737
18941,Malta,,B,470,Republic of Moldova*,498,6,7,17,28,23,36,71,123,6,7,17,28,23,36,71,123,6,7,17,28,23,36,71,123
18942,Malta,,B,470,Romania,642,45,52,131,204,311,492,985,1712,45,52,131,204,311,492,985,1712,45,52,131,204,311,492,985,1712
18943,Malta,,B,470,Russian Federation,643,96,110,276,428,542,858,1718,2986,96,110,276,428,542,858,1718,2986,96,110,276,428,542,858,1718,2986
18944,Malta,,B,470,Slovakia,703,7,9,23,38,58,91,181,314,7,9,23,38,58,91,181,314,7,9,23,38,58,91,181,314
18945,Malta,,B,470,Ukraine*,804,24,28,69,109,174,275,550,956,24,28,69,109,174,275,550,956,24,28,69,109,174,275,550,956
18947,Malta,,B,470,Denmark*,208,6,7,17,29,44,70,139,242,6,7,17,29,44,70,139,242,6,7,17,29,44,70,139,242
18948,Malta,,B,470,Finland*,246,7,9,22,36,42,66,131,228,7,9,22,36,42,66,131,228,7,9,22,36,42,66,131,228
18949,Malta,,B,470,Ireland,372,30,35,88,139,121,192,383,666,30,35,88,139,121,192,383,666,30,35,88,139,121,192,383,666
18950,Malta,,B,470,Latvia,428,1,2,5,10,32,50,100,174,1,2,5,10,32,50,100,174,1,2,5,10,32,50,100,174
18951,Malta,,B,470,Lithuania,440,1,2,5,10,26,41,80,139,1,2,5,10,26,41,80,139,1,2,5,10,26,41,80,139
18952,Malta,,B,470,Norway*,578,2,3,7,13,15,23,45,78,2,3,7,13,15,23,45,78,2,3,7,13,15,23,45,78
18953,Malta,,B,470,Sweden,752,13,16,39,63,157,248,496,862,13,16,39,63,157,248,496,862,13,16,39,63,157,248,496,862
18954,Malta,,B,470,United Kingdom*,826,3044,3527,4014,4259,3896,6748,13611,23656,3044,3527,4014,4259,3896,6748,13611,23656,3044,3527,4014,4259,3896,6748,13611,23656
18956,Malta,,B,470,Albania,8,10,12,29,48,34,54,107,186,10,12,29,48,34,54,107,186,10,12,29,48,34,54,107,186
18957,Malta,,B,470,Bosnia and Herzegovina,70,9,11,27,44,44,70,139,242,9,11,27,44,44,70,139,242,9,11,27,44,44,70,139,242
18958,Malta,,B,470,Croatia,191,8,10,25,40,24,38,75,130,8,10,25,40,24,38,75,130,8,10,25,40,24,38,75,130
18959,Malta,,B,470,Greece,300,4,5,13,21,18,29,58,101,4,5,13,21,18,29,58,101,4,5,13,21,18,29,58,101
18960,Malta,,B,470,Italy,380,287,331,362,376,381,637,1274,2214,287,331,362,376,381,637,1274,2214,287,331,362,376,381,637,1274,2214
18961,Malta,,B,470,North Macedonia,807,8,10,26,42,7,11,21,37,8,10,26,42,7,11,21,37,8,10,26,42,7,11,21,37
18962,Malta,,B,470,Portugal,620,2,3,8,14,21,32,63,110,2,3,8,14,21,32,63,110,2,3,8,14,21,32,63,110
18963,Malta,,B,470,Serbia*,688,40,46,116,181,166,263,526,914,40,46,116,181,166,263,526,914,40,46,116,181,166,263,526,914
18964,Malta,,B,470,Slovenia,705,2,3,8,14,8,12,23,40,2,3,8,14,8,12,23,40,2,3,8,14,8,12,23,40
18965,Malta,,B,470,Spain*,724,6,8,20,32,61,97,193,335,6,8,20,32,61,97,193,335,6,8,20,32,61,97,193,335
18967,Malta,,B,470,Austria,40,11,13,32,52,44,70,139,241,11,13,32,52,44,70,139,241,11,13,32,52,44,70,139,241
18968,Malta,,B,470,Belgium,56,10,12,29,47,56,89,177,308,10,12,29,47,56,89,177,308,10,12,29,47,56,89,177,308
18969,Malta,,B,470,France*,250,54,62,98,130,179,283,566,984,54,62,98,130,179,283,566,984,54,62,98,130,179,283,566,984
18970,Malta,,B,470,Germany,276,195,225,331,422,424,671,1343,2334,195,225,331,422,424,671,1343,2334,195,225,331,422,424,671,1343,2334
18971,Malta,,B,470,Netherlands*,528,34,39,99,155,158,249,498,866,34,39,99,155,158,249,498,866,34,39,99,155,158,249,498,866
18972,Malta,,B,470,Switzerland,756,7,9,21,35,40,63,124,216,7,9,21,35,40,63,124,216,7,9,21,35,40,63,124,216
18975,Malta,,B,470,Trinidad and Tobago,780,7,9,10,14,5,8,15,26,7,9,10,14,5,8,15,26,7,9,10,14,5,8,15,26
18977,Malta,,B,470,Argentina,32,2,3,3,5,..,1,1,2,2,3,3,5,..,1,1,2,2,3,3,5,..,1,1,2
18978,Malta,,B,470,Brazil,76,17,20,25,29,42,66,131,228,17,20,25,29,42,66,131,228,17,20,25,29,42,66,131,228
18979,Malta,,B,470,Peru,604,5,6,7,9,15,23,45,78,5,6,7,9,15,23,45,78,5,6,7,9,15,23,45,78
18981,Malta,,B,470,Canada,124,714,824,830,796,740,1155,2313,4020,714,824,830,796,740,1155,2313,4020,714,824,830,796,740,1155,2313,4020
18982,Malta,,B,470,United States of America*,840,458,528,545,536,512,755,1512,2628,458,528,545,536,512,755,1512,2628,458,528,545,536,512,755,1512,2628
18985,Malta,,B,470,Australia*,36,1817,2096,2242,2220,1868,2953,5915,10280,1817,2096,2242,2220,1868,2953,5915,10280,1817,2096,2242,2220,1868,2953,5915,10280
18986,Malta,,B,470,New Zealand*,554,6,7,8,11,15,23,45,78,6,7,8,11,15,23,45,78,6,7,8,11,15,23,45,78
19006,Montenegro,,B,499,Türkiye,792,79,79,79,79,75,83,81,80,79,79,79,79,75,83,81,80,79,79,79,79,75,83,81,80
19009,Montenegro,,B,499,Bulgaria,100,12,12,12,12,13,14,12,12,12,12,12,12,13,14,12,12,12,12,12,12,13,14,12,12
19010,Montenegro,,B,499,Czechia,203,49,49,49,49,49,51,49,49,49,49,49,49,49,51,49,49,49,49,49,49,49,51,49,49
19011,Montenegro,,B,499,Hungary,348,14,14,14,14,15,15,13,13,14,14,14,14,15,15,13,13,14,14,14,14,15,15,13,13
19012,Montenegro,,B,499,Poland,616,25,25,25,25,26,27,25,25,25,25,25,25,26,27,25,25,25,25,25,25,26,27,25,25
19013,Montenegro,,B,499,Romania,642,55,55,55,55,55,57,55,55,55,55,55,55,55,57,55,55,55,55,55,55,55,57,55,55
19014,Montenegro,,B,499,Russian Federation,643,512,512,512,512,478,534,532,528,512,512,512,512,478,534,532,528,512,512,512,512,478,534,532,528
19015,Montenegro,,B,499,Slovakia,703,4,4,4,4,5,5,3,3,4,4,4,4,5,5,3,3,4,4,4,4,5,5,3,3
19016,Montenegro,,B,499,Ukraine*,804,49,49,49,49,47,54,48,7580,49,49,49,49,47,54,48,7580,49,49,49,49,47,54,48,7580
19018,Montenegro,,B,499,Denmark*,208,75,75,75,75,75,78,76,75,75,75,75,75,75,78,76,75,75,75,75,75,75,78,76,75
19019,Montenegro,,B,499,Sweden,752,90,90,90,90,89,93,91,90,90,90,90,90,89,93,91,90,90,90,90,90,89,93,91,90
19020,Montenegro,,B,499,United Kingdom*,826,83,83,83,83,83,86,84,83,83,83,83,83,83,86,84,83,83,83,83,83,83,86,84,83
